Collection State Code,Year,Month,Day,Collection Site Code,Commodity Code,Analyzing Lab Code,Source ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
CA,02,04,22,0212,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.59,0.025,M,MO,,,H,O,553,7,10
CA,02,04,22,0212,AP,WA1,,AP,157,Thiabendazole,B,0.4,0.03,M,M,,,M,O,550,15,10.0
CA,02,04,22,0230,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.59,0.025,M,MO,,,H,O,553,7,10
CA,02,04,22,0230,AP,WA1,,AP,157,Thiabendazole,B,0.3,0.03,M,M,,,M,O,550,15,10.0
CA,02,04,22,0263,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.99,0.025,M,MO,,,H,O,553,7,10
CA,02,04,22,0263,AP,WA1,,AP,042,Azinphos methyl,C,0.085,0.011,M,D,M,,M,O,550,2,1.5
CA,02,04,22,0263,AP,WA1,,AP,165,Phosmet,C,0.022,0.013,M,D,M,Q,,O,550,2,10.0
CA,02,04,22,0368,AP,WA1,,AP,157,Thiabendazole,B,0.36,0.03,M,M,,,M,O,550,15,10.0
CA,02,04,22,0368,AP,WA1,,AP,042,Azinphos methyl,C,0.15,0.011,M,D,M,,M,O,550,2,1.5
CA,02,04,23,0111,AP,WA1,,AP,157,Thiabendazole,B,0.1,0.03,M,M,,,M,O,550,15,10.0
CA,02,04,23,0111,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
CA,02,05,28,0053,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.5,0.025,M,MO,,,H,O,553,7,10
CA,02,05,28,0053,AP,WA1,,AP,157,Thiabendazole,B,0.31,0.03,M,M,,,M,O,550,15,10.0
CA,02,05,28,0053,AP,WA1,,AP,165,Phosmet,C,0.022,0.013,M,D,M,Q,,O,550,2,10.0
CA,02,05,28,0055,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.0,0.025,M,MO,,,H,O,553,7,10
CA,02,05,28,0055,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
CA,02,05,28,0074,AP,WA1,,AP,157,Thiabendazole,B,0.53,0.03,M,M,,,M,O,550,15,10.0
CA,02,05,28,0084,AP,WA1,,AP,157,Thiabendazole,B,0.05,0.03,M,M,,Q,,O,550,15,10.0
CA,02,05,28,0111,AP,WA1,,AP,157,Thiabendazole,B,0.24,0.03,M,M,,,M,O,550,15,10.0
CA,02,05,28,0121,AP,WA1,,AP,042,Azinphos methyl,C,0.076,0.011,M,D,M,,M,O,550,2,1.5
CA,02,05,28,0121,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
CA,02,05,28,0136,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
CA,02,05,28,0212,AP,WA1,,AP,157,Thiabendazole,B,1.4,0.03,M,M,,,M,O,550,15,10.0
CA,02,05,28,0212,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
CA,02,05,28,0217,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.59,0.025,M,MO,,,H,O,553,7,10
CA,02,05,28,0223,AP,WA1,,AP,900,Endosulfan I,A,0.007,0.004,M,D,,Q,,O,551,1,2.0
CA,02,05,28,0223,AP,WA1,,AP,157,Thiabendazole,B,1.2,0.03,M,M,,,M,O,550,15,10.0
CA,02,05,28,0223,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
CA,02,05,28,0223,AP,WA1,,AP,011,Captan,A,0.02,0.012,M,D,,Q,,O,551,1,25.0
CA,02,05,28,0223,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
CA,02,05,28,0230,AP,WA1,,AP,157,Thiabendazole,B,0.54,0.03,M,M,,,M,O,550,15,10.0
CA,02,05,28,0230,AP,WA1,,AP,042,Azinphos methyl,C,0.072,0.011,M,D,M,,M,O,550,2,1.5
CA,02,05,28,0231,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.33,0.025,M,MO,,,H,O,553,7,10
CA,02,05,28,0447,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.8,0.025,M,MO,,,H,O,553,7,10
CA,02,06,26,0128,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.45,0.025,M,MO,,,H,O,553,7,10
CA,02,06,26,0130,AP,WA1,,AP,157,Thiabendazole,B,0.45,0.03,M,M,,,M,O,550,15,10.0
CA,02,06,26,0130,AP,WA1,,AP,901,Endosulfan II,A,0.007,0.004,M,D,,Q,,O,551,1,2.0
CA,02,06,26,0136,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.97,0.025,M,MO,,,H,O,553,7,10
CA,02,06,26,0136,AP,WA1,,AP,157,Thiabendazole,B,0.38,0.03,M,M,,,M,O,550,15,10.0
CA,02,06,26,0136,AP,WA1,,AP,900,Endosulfan I,A,0.007,0.004,M,D,,Q,,O,551,1,2.0
CA,02,06,26,0140,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
CA,02,06,26,0140,AP,WA1,,AP,157,Thiabendazole,B,0.66,0.03,M,M,,,M,O,550,15,10.0
CA,02,06,26,0146,AP,WA1,,AP,157,Thiabendazole,B,0.88,0.03,M,M,,,M,O,550,15,10.0
CA,02,06,26,0146,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.6,0.025,M,MO,,,H,O,553,7,10
CA,02,06,26,0152,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,M,Q,,O,550,2,1.5
CA,02,06,26,0152,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.2,0.025,M,MO,,,H,O,553,7,10
CA,02,06,26,0410,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.82,0.025,M,MO,,,H,O,553,7,10
CA,02,06,27,0010,AP,WA1,,AP,157,Thiabendazole,B,1.7,0.03,M,M,,,M,O,550,15,10.0
CA,02,06,27,0010,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.84,0.025,M,MO,,,H,O,553,7,10
CA,02,06,27,0020,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.42,0.025,M,MO,,,H,O,553,7,10
CA,02,06,27,0252,AP,WA1,,AP,203,Phosphamidon,C,0.14,0.012,M,D,,,M,O,550,2,1
CA,02,06,27,0252,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
CA,02,06,27,0252,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,M,Q,,O,550,2,1.5
CA,02,07,22,0055,AP,WA1,,AP,157,Thiabendazole,B,2.7,0.03,M,M,,,M,O,550,15,10.0
CA,02,07,22,0064,AP,WA1,,AP,011,Captan,A,0.38,0.012,M,D,M,,M,O,551,1,25.0
CA,02,07,22,0068,AP,WA1,,AP,157,Thiabendazole,B,0.87,0.03,M,M,,,M,O,550,15,10.0
CA,02,07,22,0068,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.39,0.025,M,MO,,,H,O,553,7,10
CA,02,07,22,0097,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.67,0.025,M,MO,,,H,O,553,7,10
CA,02,07,22,0099,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.51,0.025,M,MO,,,H,O,553,7,10
CA,02,07,22,0099,AP,WA1,,AP,042,Azinphos methyl,C,0.042,0.011,M,D,M,,M,O,550,2,1.5
CA,02,07,22,0128,AP,WA1,,AP,157,Thiabendazole,B,0.34,0.03,M,M,,,M,O,550,15,10.0
CA,02,07,22,0128,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,M,Q,,O,550,2,1.5
CA,02,07,22,0130,AP,WA1,,AP,157,Thiabendazole,B,0.24,0.03,M,M,,,M,O,550,15,10.0
CA,02,07,22,0307,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.45,0.025,M,MO,,,H,O,553,7,10
CA,02,07,22,0390,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.0,0.025,M,MO,,,H,O,553,7,10
CA,02,07,22,0417,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.11,0.025,M,MO,,,H,O,553,7,10
CA,02,07,22,0432,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.0,0.025,M,MO,,,H,O,553,7,10
CA,02,08,26,0055,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.087,0.02,M,MO,,,H,O,553,7,10
CA,02,08,26,0068,AP,WA1,,AP,157,Thiabendazole,B,0.18,0.03,M,MO,,,H,O,553,7,10.0
CA,02,08,26,0122,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.92,0.02,M,MO,,,H,O,553,7,10
CA,02,08,26,0130,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.29,0.02,M,MO,,,H,O,553,7,10
CA,02,08,26,0231,AP,WA1,,AP,157,Thiabendazole,B,0.4,0.03,M,MO,,,H,O,553,7,10.0
CA,02,08,26,0231,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.27,0.02,M,MO,,,H,O,553,7,10
CA,02,08,26,0274,AP,WA1,,AP,157,Thiabendazole,B,0.55,0.03,M,MO,,,H,O,553,7,10.0
CA,02,08,26,0277,AP,WA1,,AP,157,Thiabendazole,B,1.5,0.03,M,MO,,,H,O,553,7,10.0
CA,02,08,26,0447,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.58,0.02,M,MO,,,H,O,553,7,10
CA,02,08,27,0390,AP,WA1,,AP,157,Thiabendazole,B,1.2,0.03,M,MO,,,H,O,553,7,10.0
CA,02,08,27,0390,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.48,0.02,M,MO,,,H,O,553,7,10
CA,02,08,27,0399,AP,WA1,,AP,157,Thiabendazole,B,0.2,0.03,M,MO,,,H,O,553,7,10.0
CA,02,08,27,0432,AP,WA1,,AP,011,Captan,A,0.061,0.012,M,D,,,M,O,551,1,25.0
CA,02,08,27,0432,AP,WA1,,AP,042,Azinphos methyl,C,0.032,0.008,M,D,M,,M,O,550,2,1.5
CA,02,08,27,0432,AP,WA1,,AP,157,Thiabendazole,B,1.3,0.03,M,MO,,,H,O,553,7,10.0
CA,02,09,25,0055,AP,WA1,,AP,157,Thiabendazole,B,0.13,0.03,M,MO,,,H,O,553,7,10.0
CA,02,09,25,0074,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.087,0.02,M,MO,,,H,O,553,7,10
CA,02,09,25,0122,AP,WA1,,AP,042,Azinphos methyl,C,0.013,0.008,M,D,M,Q,,O,550,2,1.5
CA,02,09,25,0130,AP,WA1,,AP,083,O-Phenylphenol,I,0.018,0.011,M,MO,,Q,,O,553,7,25.0
CA,02,09,25,0152,AP,WA1,,AP,042,Azinphos methyl,C,0.034,0.008,M,D,M,,M,O,550,2,1.5
CA,02,09,25,0152,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.47,0.02,M,MO,,,H,O,553,7,10
CA,02,09,25,0162,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.3,0.02,M,MO,,,H,O,553,7,10
CA,02,09,25,0231,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.68,0.02,M,MO,,,H,O,553,7,10
CO,02,01,22,0009,AP,WA1,,AP,083,O-Phenylphenol,I,0.042,0.025,M,MO,,Q,,O,552,7,25.0
CO,02,01,22,0009,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.8,0.025,M,MO,,,H,O,552,7,10
CO,02,01,22,0009,AP,WA1,,AP,157,Thiabendazole,B,0.38,0.03,M,M,,,M,O,552,15,10.0
CO,02,01,22,0011,AP,WA1,,AP,157,Thiabendazole,B,0.52,0.03,M,M,,,M,O,552,15,10.0
CO,02,02,19,0001,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.71,0.025,M,MO,,,H,O,553,7,10
CO,02,02,19,0009,AP,WA1,,AP,157,Thiabendazole,B,0.21,0.03,M,M,,,M,O,550,15,10.0
CO,02,03,18,0001,AP,WA1,,AP,157,Thiabendazole,B,0.34,0.03,M,M,,,M,O,550,15,10.0
CO,02,03,18,0004,AP,WA1,,AP,157,Thiabendazole,B,0.42,0.03,M,M,,,M,O,550,15,10.0
CO,02,04,15,0004,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.55,0.025,M,MO,,,H,O,553,7,10
CO,02,04,15,0007,AP,WA1,,AP,165,Phosmet,C,0.022,0.013,M,D,,Q,,O,550,2,10.0
CO,02,05,20,0009,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.39,0.025,M,MO,,,H,O,553,7,10
CO,02,05,20,0009,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
CO,02,06,17,0011,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.48,0.025,M,MO,,,H,O,553,7,10
CO,02,06,17,0012,AP,WA1,,AP,157,Thiabendazole,B,0.2,0.03,M,M,,,M,O,550,15,10.0
CO,02,07,15,0007,AP,WA1,,AP,157,Thiabendazole,B,0.48,0.03,M,M,,,M,O,550,15,10.0
CO,02,07,15,0009,AP,WA1,,AP,157,Thiabendazole,B,0.41,0.03,M,M,,,M,O,550,15,10.0
CO,02,08,19,0007,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.66,0.02,M,MO,,,H,O,553,7,10
CO,02,08,19,0007,AP,WA1,,AP,157,Thiabendazole,B,0.34,0.03,M,MO,,,H,O,553,7,10.0
CO,02,08,19,0013,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.39,0.02,M,MO,,,H,O,553,7,10
CO,02,09,16,0001,AP,WA1,,AP,157,Thiabendazole,B,2.2,0.03,M,MO,,,H,O,553,7,10.0
CO,02,09,16,0007,AP,WA1,,AP,157,Thiabendazole,B,0.25,0.03,M,MO,,,H,O,553,7,10.0
FL,02,01,28,0002,AP,WA1,,AP,157,Thiabendazole,B,0.17,0.03,M,M,,,M,O,550,15,10.0
FL,02,01,28,0025,AP,WA1,,AP,157,Thiabendazole,B,0.091,0.03,M,M,,,M,O,550,15,10.0
FL,02,01,28,0025,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
FL,02,01,28,0032,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.61,0.025,M,MO,,,H,O,553,7,10
FL,02,01,28,0033,AP,WA1,,AP,157,Thiabendazole,B,0.48,0.03,M,M,,,M,O,550,15,10.0
FL,02,01,28,0033,AP,WA1,,AP,042,Azinphos methyl,C,0.1,0.011,M,D,,,M,O,550,2,1.5
FL,02,01,28,0033,AP,WA1,,AP,011,Captan,A,0.02,0.012,M,D,,Q,,O,551,1,25.0
FL,02,01,28,0046,AP,WA1,,AP,157,Thiabendazole,B,0.43,0.03,M,M,,,M,O,550,15,10.0
FL,02,01,28,0046,AP,WA1,,AP,042,Azinphos methyl,C,0.053,0.011,M,D,M,,M,O,550,2,1.5
FL,02,02,25,0001,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
FL,02,02,25,0001,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.55,0.025,M,MO,,,H,O,553,7,10
FL,02,02,25,0001,AP,WA1,,AP,157,Thiabendazole,B,0.26,0.03,M,M,,,M,O,550,15,10.0
FL,02,02,25,0020,AP,WA1,,AP,157,Thiabendazole,B,0.25,0.03,M,M,,,M,O,550,15,10.0
FL,02,02,25,0033,AP,WA1,,AP,157,Thiabendazole,B,0.23,0.03,M,M,,,M,O,550,15,10.0
FL,02,02,25,0038,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.29,0.025,M,MO,,,H,O,553,7,10
FL,02,02,25,0040,AP,WA1,,AP,157,Thiabendazole,B,1.8,0.03,M,M,,,M,O,550,15,10.0
FL,02,02,25,0040,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.8,0.025,M,MO,,,H,O,553,7,10
FL,02,02,25,0045,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.41,0.025,M,MO,,,H,O,553,7,10
FL,02,03,25,0007,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.091,0.025,M,MO,,,H,O,553,7,10
FL,02,03,25,0020,AP,WA1,,AP,157,Thiabendazole,B,0.35,0.03,M,M,,,M,O,550,15,10.0
FL,02,03,25,0020,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,M,Q,,O,550,2,1.5
FL,02,03,25,0026,AP,WA1,,AP,157,Thiabendazole,B,1.6,0.03,M,M,,,M,O,550,15,10.0
FL,02,03,25,0026,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
FL,02,03,25,0026,AP,WA1,,AP,901,Endosulfan II,A,0.007,0.004,M,D,,Q,,O,551,1,2.0
FL,02,03,25,0029,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
FL,02,03,25,0045,AP,WA1,,AP,900,Endosulfan I,A,0.03,0.004,M,D,,,M,O,551,1,2.0
FL,02,03,25,0045,AP,WA1,,AP,901,Endosulfan II,A,0.028,0.004,M,D,M,,M,O,551,1,2.0
FL,02,03,25,0045,AP,WA1,,AP,157,Thiabendazole,B,2.2,0.03,M,M,,,M,O,550,15,10.0
FL,02,04,22,0004,AP,WA1,,AP,157,Thiabendazole,B,0.11,0.03,M,M,,,M,O,550,15,10.0
FL,02,04,22,0004,AP,WA1,,AP,042,Azinphos methyl,C,0.054,0.011,M,D,M,,M,O,550,2,1.5
FL,02,04,22,0019,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
FL,02,04,22,0019,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,,Q,,O,550,2,1.5
FL,02,04,22,0026,AP,WA1,,AP,157,Thiabendazole,B,0.49,0.03,M,M,,,M,O,550,15,10.0
FL,02,04,22,0044,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.083,0.025,M,MO,,,H,O,553,7,10
FL,02,04,22,0046,AP,WA1,,AP,042,Azinphos methyl,C,0.09,0.011,M,D,M,,M,O,550,2,1.5
FL,02,04,22,0046,AP,WA1,,AP,102,Carbaryl,E,0.035,0.021,M,M,,Q,,O,553,12,10
FL,02,04,22,0046,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.2,0.025,M,MO,,,H,O,553,7,10
FL,02,05,28,0001,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.8,0.025,M,MO,,,H,O,553,7,10
FL,02,05,28,0001,AP,WA1,,AP,157,Thiabendazole,B,0.33,0.03,M,M,,,M,O,550,15,10.0
FL,02,05,28,0019,AP,WA1,,AP,157,Thiabendazole,B,0.28,0.03,M,M,,,M,O,550,15,10.0
FL,02,05,28,0025,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.95,0.025,M,MO,,,H,O,553,7,10
FL,02,05,28,0025,AP,WA1,,AP,157,Thiabendazole,B,0.29,0.03,M,M,,,M,O,550,15,10.0
FL,02,05,28,0041,AP,WA1,,AP,157,Thiabendazole,B,0.2,0.03,M,M,,,M,O,550,15,10.0
FL,02,05,28,0048,AP,WA1,,AP,042,Azinphos methyl,C,0.14,0.011,M,D,M,,M,O,550,2,1.5
FL,02,05,28,0048,AP,WA1,,AP,165,Phosmet,C,0.022,0.013,M,D,M,Q,,O,550,2,10.0
FL,02,05,28,0048,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.86,0.025,M,MO,,,H,O,553,7,10
FL,02,05,28,0052,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.45,0.025,M,MO,,,H,O,553,7,10
FL,02,05,28,0052,AP,WA1,,AP,157,Thiabendazole,B,0.37,0.03,M,M,,,M,O,550,15,10.0
FL,02,06,24,0001,AP,WA1,,AP,157,Thiabendazole,B,0.28,0.03,M,M,,,M,O,550,15,10.0
FL,02,06,24,0001,AP,WA1,,AP,165,Phosmet,C,0.022,0.013,M,D,M,Q,,O,550,2,10.0
FL,02,06,24,0009,AP,WA1,,AP,165,Phosmet,C,0.022,0.013,M,D,M,Q,,O,550,2,10.0
FL,02,06,24,0023,AP,WA1,,AP,125,Diphenylamine (DPA),F,1.4,0.025,M,MO,,,H,O,553,7,10
FL,02,06,24,0023,AP,WA1,,AP,157,Thiabendazole,B,0.22,0.03,M,M,,,M,O,550,15,10.0
FL,02,06,24,0023,AP,WA1,,AP,901,Endosulfan II,A,0.007,0.004,M,D,M,Q,,O,551,1,2.0
FL,02,06,24,0030,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.56,0.025,M,MO,,,H,O,553,7,10
FL,02,06,24,0046,AP,WA1,,AP,157,Thiabendazole,B,0.36,0.03,M,M,,,M,O,550,15,10.0
FL,02,06,24,0046,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,M,Q,,O,550,2,1.5
FL,02,06,24,0052,AP,WA1,,AP,157,Thiabendazole,B,0.36,0.03,M,M,,,M,O,550,15,10.0
FL,02,06,24,0052,AP,WA1,,AP,042,Azinphos methyl,C,0.083,0.011,M,D,M,,M,O,550,2,1.5
FL,02,07,22,0001,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,M,Q,,O,550,2,1.5
FL,02,07,22,0001,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.65,0.025,M,MO,,,H,O,553,7,10
FL,02,07,22,0001,AP,WA1,,AP,157,Thiabendazole,B,0.36,0.03,M,M,,,M,O,550,15,10.0
FL,02,07,22,0004,AP,WA1,,AP,157,Thiabendazole,B,0.34,0.03,M,M,,,M,O,550,15,10.0
FL,02,07,22,0032,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.15,0.025,M,MO,,,H,O,553,7,10
FL,02,07,22,0032,AP,WA1,,AP,165,Phosmet,C,0.056,0.013,M,D,M,,M,O,550,2,10.0
FL,02,07,22,0041,AP,WA1,,AP,157,Thiabendazole,B,0.33,0.03,M,M,,,M,O,550,15,10.0
FL,02,07,22,0049,AP,WA1,,AP,157,Thiabendazole,B,2.3,0.03,M,M,,,M,O,550,15,10.0
FL,02,07,22,0049,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.53,0.025,M,MO,,,H,O,553,7,10
FL,02,07,22,0052,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.94,0.025,M,MO,,,H,O,553,7,10
FL,02,08,26,0007,AP,WA1,,AP,157,Thiabendazole,B,0.4,0.03,M,MO,,,H,O,553,7,10.0
FL,02,08,26,0007,AP,WA1,,AP,042,Azinphos methyl,C,0.047,0.008,M,D,M,,M,O,550,2,1.5
FL,02,08,26,0009,AP,WA1,,AP,157,Thiabendazole,B,0.77,0.03,M,MO,,,H,O,553,7,10.0
FL,02,08,26,0009,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.27,0.02,M,MO,,,H,O,553,7,10
FL,02,08,26,0048,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.26,0.02,M,MO,,,H,O,553,7,10
FL,02,08,26,0052,AP,WA1,,AP,165,Phosmet,C,0.03,0.005,M,D,M,,M,O,550,2,10.0
FL,02,08,26,0052,AP,WA1,,AP,042,Azinphos methyl,C,0.013,0.008,M,D,M,Q,,O,550,2,1.5
FL,02,08,26,0052,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.43,0.02,M,MO,,,H,O,553,7,10
FL,02,09,23,0001,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.31,0.02,M,MO,,,H,O,553,7,10
FL,02,09,23,0001,AP,WA1,,AP,042,Azinphos methyl,C,0.013,0.008,M,D,M,Q,,O,550,2,1.5
FL,02,09,23,0009,AP,WA1,,AP,011,Captan,A,0.02,0.012,M,D,,Q,,O,551,1,25.0
FL,02,09,23,0009,AP,WA1,,AP,042,Azinphos methyl,C,0.013,0.008,M,D,M,Q,,O,550,2,1.5
FL,02,09,23,0041,AP,WA1,,AP,157,Thiabendazole,B,0.21,0.03,M,MO,,,H,O,553,7,10.0
FL,02,09,23,0051,AP,WA1,,AP,165,Phosmet,C,0.049,0.005,M,D,M,,M,O,550,2,10.0
FL,02,09,23,0055,AP,WA1,,AP,157,Thiabendazole,B,0.48,0.03,M,MO,,,H,O,553,7,10.0
MD,02,01,30,0005,AP,WA1,,AP,157,Thiabendazole,B,0.21,0.03,M,M,,,M,O,550,15,10.0
MD,02,01,30,0008,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
MD,02,01,30,0036,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,M,Q,,O,550,2,1.5
MD,02,01,30,0039,AP,WA1,,AP,157,Thiabendazole,B,0.25,0.03,M,M,,,M,O,550,15,10.0
MD,02,01,30,0039,AP,WA1,,AP,011,Captan,A,0.14,0.012,M,D,M,,M,O,551,1,25.0
MD,02,01,30,0039,AP,WA1,,AP,042,Azinphos methyl,C,0.018,0.011,M,D,M,Q,,O,550,2,1.5
MD,02,02,06,0001,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.93,0.025,M,MO,,,H,O,553,7,10
MD,02,02,06,0001,AP,WA1,,AP,157,Thiabendazole,B,0.25,0.03,M,M,,,M,O,550,15,10.0
MD,02,02,06,0001,AP,WA1,,AP,165,Phosmet,C,0.044,0.013,M,D,M,,M,O,550,2,10.0
MD,02,02,06,0005,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
MD,02,02,06,0005,AP,WA1,,AP,157,Thiabendazole,B,0.3,0.03,M,M,,,M,O,550,15,10.0
MD,02,02,06,0008,AP,WA1,,AP,157,Thiabendazole,B,0.13,0.03,M,M,,,M,O,550,15,10.0
MD,02,02,06,0039,AP,WA1,,AP,157,Thiabendazole,B,0.13,0.03,M,M,,,M,O,550,15,10.0
MD,02,02,06,0039,AP,WA1,,AP,042,Azinphos methyl,C,0.039,0.011,M,D,M,,M,O,550,2,1.5
MD,02,03,25,0001,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.75,0.025,M,MO,,,H,O,553,7,10
MD,02,03,25,0001,AP,WA1,,AP,624,Tetrahydrophthalimide (THPI),A,0.23,0.12,M,MO,,,HU,O,553,7,25
MD,02,03,25,0001,AP,WA1,,AP,011,Captan,A,0.02,0.012,M,D,,Q,,O,551,1,25.0
MD,02,03,25,0005,AP,WA1,,AP,042,Azinphos methyl,C,0.075,0.011,M,D,M,,M,O,550,2,1.5
MD,02,03,25,0005,AP,WA1,,AP,157,Thiabendazole,B,0.61,0.03,M,M,,,M,O,550,15,10.0
MD,02,03,25,0036,AP,WA1,,AP,624,Tetrahydrophthalimide (THPI),A,0.12,0.12,M,MO,,,HU,O,553,7,25
MD,02,03,25,0036,AP,WA1,,AP,011,Captan,A,0.043,0.012,M,D,,,M,O,551,1,25.0
MD,02,03,25,0036,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.042,0.025,M,MO,,Q,,O,553,7,10
MD,02,04,22,0005,AP,WA1,,AP,042,Azinphos methyl,C,0.039,0.011,M,D,M,,M,O,550,2,1.5
MD,02,04,22,0005,AP,WA1,,AP,165,Phosmet,C,0.022,0.013,M,D,M,Q,,O,550,2,10.0
MD,02,04,22,0005,AP,WA1,,AP,125,Diphenylamine (DPA),F,0.98,0.025,M,MO,,,H,O,553,7,10
MD,02,04,22,0008,AP,WA1,,AP,157,Thiabendazole,B,0.14,0.03,M,M,,,M,O,550,15,10.0
